medicao,timestamp,so,ram_total_gb,ram_disponivel_gb,ram_usada_gb,uso_percent,num_processos,top1_nome,top1_pid,top1_ram_mb,top2_nome,top2_pid,top2_ram_mb,top3_nome,top3_pid,top3_ram_mb
14,2026-05-09 23:22:52,Windows 10.0.26200,7.84,2.91,4.93,62.9,204,TiWorker.exe,3796,773.0,MemCompression,2916,332.0,MsMpEng.exe,4552,179.1
15,2026-05-09 23:23:12,Windows 10.0.26200,7.84,2.91,4.93,62.9,204,TiWorker.exe,3796,773.0,MemCompression,2916,332.0,MsMpEng.exe,4552,179.1
16,2026-05-09 23:23:33,Windows 10.0.26200,7.84,2.92,4.92,62.8,203,TiWorker.exe,3796,773.0,MemCompression,2916,330.0,MsMpEng.exe,4552,174.5
17,2026-05-09 23:23:53,Windows 10.0.26200,7.84,2.91,4.92,62.8,203,TiWorker.exe,3796,773.8,MemCompression,2916,330.1,MsMpEng.exe,4552,174.4
18,2026-05-09 23:24:13,Windows 10.0.26200,7.84,2.89,4.95,63.1,206,TiWorker.exe,3796,773.8,MemCompression,2916,330.1,MsMpEng.exe,4552,179.2
19,2026-05-09 23:24:33,Windows 10.0.26200,7.84,2.9,4.93,63.0,201,TiWorker.exe,3796,773.8,MemCompression,2916,330.3,MsMpEng.exe,4552,189.2
20,2026-05-09 23:24:53,Windows 10.0.26200,7.84,2.92,4.92,62.8,201,TiWorker.exe,3796,774.2,MemCompression,2916,327.8,MsMpEng.exe,4552,188.9
21,2026-05-09 23:25:14,Windows 10.0.26200,7.84,2.2,5.63,71.9,202,TiWorker.exe,3796,1379.5,MemCompression,2916,327.0,MsMpEng.exe,4552,189.6
22,2026-05-09 23:25:34,Windows 10.0.26200,7.84,2.09,5.75,73.4,209,TiWorker.exe,3796,1382.8,MemCompression,2916,322.1,MsMpEng.exe,4552,193.5
23,2026-05-09 23:25:54,Windows 10.0.26200,7.84,1.43,6.41,81.8,208,TiWorker.exe,3796,1400.0,MemCompression,2916,320.0,MsMpEng.exe,4552,193.4
24,2026-05-09 23:26:15,Windows 10.0.26200,7.84,2.7,5.14,65.6,205,TiWorker.exe,3796,907.9,MemCompression,2916,485.5,MsMpEng.exe,4552,178.4
25,2026-05-09 23:26:35,Windows 10.0.26200,7.84,2.72,5.12,65.3,203,TiWorker.exe,3796,947.4,MemCompression,2916,481.5,MsMpEng.exe,4552,161.6
26,2026-05-09 23:26:55,Windows 10.0.26200,7.84,2.98,4.86,62.0,203,TiWorker.exe,3796,695.0,MemCompression,2916,433.4,MsMpEng.exe,4552,163.3
27,2026-05-09 23:27:16,Windows 10.0.26200,7.84,3.1,4.73,60.4,204,TiWorker.exe,3796,749.5,MemCompression,2916,346.5,MsMpEng.exe,4552,162.4
28,2026-05-09 23:27:36,Windows 10.0.26200,7.84,3.13,4.7,60.0,204,TiWorker.exe,3796,752.3,MemCompression,2916,346.1,MsMpEng.exe,4552,155.7
29,2026-05-09 23:27:56,Windows 10.0.26200,7.84,3.15,4.69,59.8,204,TiWorker.exe,3796,754.6,MemCompression,2916,345.7,MsMpEng.exe,4552,157.6
30,2026-05-09 23:28:16,Windows 10.0.26200,7.84,3.13,4.71,60.1,204,TiWorker.exe,3796,755.3,MemCompression,2916,345.2,MsMpEng.exe,4552,158.9
