medicao,timestamp,so,ram_total_gb,ram_disponivel_gb,ram_usada_gb,uso_percent,num_processos,top1_nome,top1_pid,top1_ram_mb,top2_nome,top2_pid,top2_ram_mb,top3_nome,top3_pid,top3_ram_mb
16,2026-05-09 15:57:03,Windows 10.0.26200,15.73,10.77,4.96,31.6,208,MsMpEng.exe,5420,335.8,explorer.exe,9080,274.2,MicrosoftSecurityApp.exe,8020,254.9
17,2026-05-09 15:57:23,Windows 10.0.26200,15.73,10.72,5.01,31.9,209,MsMpEng.exe,5420,363.7,explorer.exe,9080,279.9,MicrosoftSecurityApp.exe,8020,254.8
18,2026-05-09 15:57:44,Windows 10.0.26200,15.73,10.72,5.01,31.9,209,MsMpEng.exe,5420,330.1,explorer.exe,9080,278.9,MicrosoftSecurityApp.exe,8020,254.3
19,2026-05-09 15:58:04,Windows 10.0.26200,15.73,10.56,5.17,32.9,218,MsMpEng.exe,5420,366.4,explorer.exe,9080,276.7,MicrosoftSecurityApp.exe,8020,255.0
20,2026-05-09 15:58:24,Windows 10.0.26200,15.73,10.66,5.07,32.3,215,MsMpEng.exe,5420,364.7,explorer.exe,9080,276.7,MicrosoftSecurityApp.exe,8020,255.0
21,2026-05-09 15:58:44,Windows 10.0.26200,15.73,10.44,5.29,33.6,220,MsMpEng.exe,5420,413.0,explorer.exe,9080,281.6,MicrosoftSecurityApp.exe,8020,255.9
22,2026-05-09 15:59:05,Windows 10.0.26200,15.73,10.36,5.37,34.2,218,MsMpEng.exe,5420,458.3,explorer.exe,9080,281.7,MicrosoftSecurityApp.exe,8020,256.9
23,2026-05-09 15:59:25,Windows 10.0.26200,15.73,10.31,5.42,34.5,223,MsMpEng.exe,5420,471.7,explorer.exe,9080,281.7,MicrosoftSecurityApp.exe,8020,257.2
24,2026-05-09 15:59:45,Windows 10.0.26200,15.73,8.88,6.85,43.6,228,MsMpEng.exe,5420,458.0,explorer.exe,9080,281.6,MicrosoftSecurityApp.exe,8020,256.7
25,2026-05-09 16:00:06,Windows 10.0.26200,15.73,8.73,7.0,44.5,223,MsMpEng.exe,5420,477.9,explorer.exe,9080,281.4,MicrosoftSecurityApp.exe,8020,256.1
26,2026-05-09 16:00:26,Windows 10.0.26200,15.73,8.76,6.97,44.3,220,MsMpEng.exe,5420,461.9,explorer.exe,9080,281.3,MicrosoftSecurityApp.exe,8020,255.8
27,2026-05-09 16:00:46,Windows 10.0.26200,15.73,8.77,6.97,44.3,220,MsMpEng.exe,5420,463.7,explorer.exe,9080,281.2,MicrosoftSecurityApp.exe,8020,255.4
28,2026-05-09 16:01:06,Windows 10.0.26200,15.73,8.78,6.95,44.2,218,MsMpEng.exe,5420,434.6,explorer.exe,9080,281.2,MicrosoftSecurityApp.exe,8020,255.8
29,2026-05-09 16:01:27,Windows 10.0.26200,15.73,8.78,6.95,44.2,217,MsMpEng.exe,5420,452.9,explorer.exe,9080,281.2,MicrosoftSecurityApp.exe,8020,255.8
30,2026-05-09 16:01:47,Windows 10.0.26200,15.73,8.74,6.99,44.4,218,MsMpEng.exe,5420,459.4,explorer.exe,9080,281.2,MicrosoftSecurityApp.exe,8020,258.7
